Age	Paleotemperature
10.362	-0.434316848621949
10.364	-0.550854209922769
10.366	-0.504239265402441
10.368	-0.457624320882113
10.37	-0.527546737662605
10.372	-0.364394431841457
10.374	-0.201242126020308
10.376	-0.445970584752031
10.378	-0.690699043483753
10.38	-0.445970584752031
10.382	-0.44014371668699
10.384	-0.434316848621949
10.386	-0.451797452817072
10.388	-0.469278057012195
10.39	-0.376048167971539
10.392	-0.387701904101621
10.394	-0.399355640231704
10.396	-0.329433223451212
10.398	-0.335260091516252
10.4	-0.341086959581292
10.402	-0.370221299906499
10.404	-0.399355640231704
10.406	-0.399355640231704
10.408	-0.376048167971539
10.41	-0.352740695711376
10.412	-0.457624320882113
10.414	-0.562507946052851
10.416	-0.527546737662605
10.418	-0.498412397337401
10.42	-0.469278057012195
10.422	-0.480931793142277
10.424	-0.457624320882113
10.426	-0.434316848621949
10.428	-0.411009376361785
10.43	-0.387701904101621
10.432	-0.364394431841457
10.434	-0.352740695711376
10.436	-0.341086959581292
10.438	-0.807236404784573
10.44	-0.591642286378056
10.442	-0.376048167971539
10.444	-0.253683938605679
10.446	-0.131319709239818
10.448	-0.341086959581292
10.45	-0.172107785695105
10.452	-0.00312861180891427
10.454	-0.166280917630063
10.456	-0.154627181499982
10.458	-0.142973445369898
10.46	-0.142973445369898
10.462	-0.271164542800802
10.464	-0.469278057012195
10.466	-0.480931793142277
10.468	-0.550854209922769
10.47	-0.317779487321129
10.472	-0.399355640231704
10.474	-0.445970584752031
10.476	-0.311952619256089
10.478	-0.271164542800802
10.48	-0.294472015060965
10.482	-0.399355640231704
10.484	-0.329433223451212
10.486	-0.352740695711376
10.488	-0.294472015060965
10.49	-0.294472015060965
10.492	-0.224549598280473
10.494	-0.259510806670719
10.496	-0.306125751191047
10.498	-0.341086959581292
10.5	-0.364394431841457
10.502	-0.550854209922769
10.504	-0.422663112491867
10.506	-0.422663112491867
10.508	-0.422663112491867
10.51	-0.364394431841457
10.512	-0.294472015060965
10.514	-0.142973445369898
10.516	-0.364394431841457
10.518	-0.201242126020308
10.52	-0.399355640231704
10.522	-0.276991410865842
10.524	-0.212895862150392
10.526	-0.236203334410555
10.528	-0.166280917630063
10.53	-0.119665973109735
10.532	-0.177934653760145
10.534	-0.352740695711376
10.536	-0.271164542800802
10.538	-0.463451188947154
10.54	-0.387701904101621
10.542	-0.445970584752031
10.544	-0.411009376361785
10.546	-0.515893001532523
10.548	-0.539200473792687
10.55	-0.539200473792687
10.552	-0.562507946052851
10.554	-0.562507946052851
10.556	-0.317779487321129
10.558	-0.399355640231704
10.56	-0.492585529272359
10.562	-0.515893001532523
10.564	-0.271164542800802
10.566	-0.236203334410555
10.568	-0.271164542800802
10.57	-0.259510806670719
10.572	-0.212895862150392
10.574	-0.201242126020308
10.576	-0.271164542800802
10.578	-0.317779487321129
10.58	-0.236203334410555
10.582	-0.282818278930882
10.584	-0.253683938605679
10.586	-0.294472015060965
10.588	-0.422663112491867
10.59	-0.469278057012195
10.592	-0.492585529272359
10.594	-0.550854209922769
10.596	-0.515893001532523
10.598	-0.422663112491867
10.6	-0.131319709239818
10.602	-0.247857070540637
10.604	-0.142973445369898
10.606	-0.0380898201991611
10.608	0.00852512432116644
10.61	0.136716221752068
10.612	-0.0963585008495709
10.614	-0.113839105044695
10.616	-0.271164542800802
10.618	-0.224549598280473
10.62	-0.108012236979653
10.622	-0.0147823479389981
10.624	-0.0613972924593256
10.626	0.0201788604512487
10.628	-0.0613972924593256
10.63	-0.0788778966544482
10.632	-0.201242126020308
10.634	-0.364394431841457
10.636	-0.411009376361785
10.638	-0.748967724134163
10.64	-0.411009376361785
10.642	-0.434316848621949
10.644	-0.352740695711376
10.646	-0.317779487321129
10.648	-0.224549598280473
10.65	-0.119665973109735
10.652	0.113408749491905
10.654	-0.224549598280473
10.656	-0.236203334410555
10.658	-0.247857070540637
10.66	-0.352740695711376
10.662	-0.341086959581292
10.664	-0.352740695711376
10.666	-0.376048167971539
10.668	-0.422663112491867
10.67	-0.399355640231704
10.672	-0.644084098963425
10.674	-0.527546737662605
10.676	-0.364394431841457
10.678	-0.527546737662605
10.68	-0.492585529272359
10.682	-0.399355640231704
10.684	-0.457624320882113
10.686	-0.387701904101621
10.688	-0.224549598280473
10.69	-0.341086959581292
10.692	-0.230376466345515
10.694	-0.0264360840690788
10.696	0.0667938049715762
10.698	0.0551400688414955
10.7	0.125062485621986
10.702	0.0901012772317408
10.704	0.0551400688414955
10.706	-0.0497435563292433
10.708	-0.154627181499982
10.71	-0.259510806670719
10.712	-0.364394431841457
10.714	-0.376048167971539
10.716	-0.387701904101621
10.718	-0.399355640231704
10.72	-0.376048167971539
10.722	-0.428489980556908
10.724	-0.480931793142277
10.726	-0.364394431841457
10.728	-0.393528772166662
10.73	-0.422663112491867
10.732	-0.0380898201991611
10.734	-0.119665973109735
10.736	-0.201242126020308
10.738	-0.0147823479389981
10.74	0.0260057285162891
10.742	0.0667938049715762
10.744	0.0667938049715762
10.746	-0.067224160524366
10.748	-0.201242126020308
10.75	-0.177934653760145
10.752	-0.201242126020308
10.754	-0.224549598280473
10.756	-0.259510806670719
10.758	-0.160454049565023
10.76	-0.0613972924593256
10.762	-0.166280917630063
10.764	-0.0497435563292433
10.766	0.0667938049715762
10.768	-0.0847047647194886
10.77	-0.0439166882642014
10.772	-0.00312861180891427
10.774	0.218292374662643
10.776	0.0959281452967827
10.778	-0.0264360840690788
10.78	0.19498490240248
10.782	0.136716221752068
10.784	0.0784475411016585
10.786	0.346483472093544
10.788	0.160023694012233
10.79	-0.0264360840690788
10.792	-0.201242126020308
10.794	-0.311952619256089
10.796	-0.422663112491867
10.798	-0.504239265402441
10.8	-0.585815418313015
10.802	-0.609122890573179
10.804	-0.632430362833343
10.806	-0.748967724134163
10.808	-0.620776626703261
10.81	-0.566004066891876
10.812	-0.512396880693499
10.814	-0.457624320882113
10.816	-0.411009376361785
10.818	-0.445970584752031
10.82	-0.469278057012195
10.822	-0.480931793142277
10.824	-0.364394431841457
10.826	-0.411009376361785
10.828	-0.259510806670719
10.83	-0.399355640231704
10.832	-0.422663112491867
10.834	-0.399355640231704
10.836	-0.445970584752031
10.838	-0.469278057012195
10.84	-0.411009376361785
10.842	-0.399355640231704
10.844	-0.457624320882113
10.846	-0.492585529272359
10.848	-0.492585529272359
10.85	-0.341086959581292
10.852	-0.527546737662605
10.854	-0.515893001532523
10.856	-0.539200473792687
10.858	-0.504239265402441
10.86	-0.329433223451212
10.862	-0.329433223451212
10.864	-0.329433223451212
10.866	-0.201242126020308
10.868	-0.236203334410555
10.87	-0.271164542800802
10.872	-0.341086959581292
10.874	-0.306125751191047
10.876	-0.142973445369898
10.878	-0.224549598280473
10.88	-0.411009376361785
10.882	-0.376048167971539
10.884	-0.247857070540637
10.886	-0.492585529272359
10.888	-0.399355640231704
10.89	-0.387701904101621
10.892	-0.352740695711376
10.894	-0.434316848621949
10.896	-0.469278057012195
10.898	-0.306125751191047
10.9	-0.539200473792687
10.902	-0.515893001532523
10.904	-0.399355640231704
10.906	-0.434316848621949
10.908	-0.434316848621949
10.91	-0.306125751191047
10.912	-0.562507946052851
10.914	-0.515893001532523
10.916	-0.527546737662605
10.918	-0.504239265402441
10.92	-0.515893001532523
10.922	-0.527546737662605
10.924	-0.469278057012195
10.926	-0.399355640231704
10.928	-0.387701904101621
10.93	-0.154627181499982
10.932	-0.212895862150392
10.934	-0.166280917630063
10.936	-0.131319709239818
10.938	-0.224549598280473
10.94	-0.108012236979653
10.942	-0.0963585008495709
10.944	-0.119665973109735
10.946	-0.142973445369898
10.948	-0.131319709239818
10.95	-0.317779487321129
10.952	-0.271164542800802
10.954	-0.224549598280473
10.956	-0.329433223451212
10.958	-0.352740695711376
10.96	-0.38187503603658
10.962	-0.411009376361785
10.964	-0.387701904101621
10.966	-0.457624320882113
10.968	-0.428489980556908
10.97	-0.399355640231704
10.972	-0.376048167971539
10.974	-0.358567563776416
10.976	-0.341086959581292
10.978	-0.352740695711376
10.98	-0.282818278930882
10.982	-0.317779487321129
10.984	-0.352740695711376
10.986	-0.329433223451212
10.988	-0.306125751191047
10.99	-0.346913827646334
10.992	-0.387701904101621
10.994	-0.329433223451212
10.996	-0.445970584752031
10.998	-0.422663112491867
11	-0.399355640231704
11.002	-0.422663112491867
11.004	-0.329433223451212
11.006	-0.276991410865842
11.008	-0.224549598280473
11.01	-0.236203334410555
11.012	-0.142973445369898
11.014	-0.0847047647194886
11.016	-0.0264360840690788
11.018	-0.119665973109735
11.02	0.031832596581331
11.022	0.0201788604512487
11.024	0.00852512432116644
11.026	-0.154627181499982
11.028	-0.306125751191047
11.03	-0.341086959581292
11.032	-0.306125751191047
11.034	-0.504239265402441
11.036	-0.492585529272359
11.038	-0.527546737662605
11.04	-0.480931793142277
11.042	-0.562507946052851
11.044	-0.574161682182933
11.046	-0.574161682182933
11.048	-0.620776626703261
11.05	-0.539200473792687
11.052	-0.574161682182933
11.054	-0.527546737662605
11.056	-0.457624320882113
11.058	-0.411009376361785
11.06	-0.644084098963425
11.062	-0.434316848621949
11.064	-0.510066133467482
11.066	-0.585815418313015
11.068	-0.457624320882113
11.07	-0.632430362833343
11.072	-0.550854209922769
11.074	-0.527546737662605
11.076	-0.282818278930882
11.078	-0.306125751191047
11.08	-0.341086959581292
11.082	-0.457624320882113
11.084	-0.364394431841457
11.086	-0.399355640231704
11.088	-0.387701904101621
11.09	-0.445970584752031
11.092	-0.445970584752031
11.094	-0.492585529272359
11.096	-0.620776626703261
11.098	-0.574161682182933
11.1	-0.562507946052851
11.102	-0.504239265402441
11.104	-0.585815418313015
11.106	-0.702352779613835
11.108	-0.748967724134163
11.11	-0.684872175418712
11.112	-0.620776626703261
11.114	-0.620776626703261
11.116	-0.597469154443097
11.118	-0.457624320882113
11.12	-0.341086959581292
11.122	-0.480931793142277
11.124	-0.376048167971539
11.126	-0.422663112491867
11.128	-0.387701904101621
11.13	-0.306125751191047
11.132	-0.399355640231704
11.134	-0.201242126020308
11.136	-0.247857070540637
11.138	-0.329433223451212
11.14	-0.317779487321129
11.142	-0.341086959581292
11.144	-0.177934653760145
11.146	-0.341086959581292
11.148	-0.469278057012195
11.15	-0.597469154443097
11.152	-0.329433223451212
11.154	-0.539200473792687
11.156	-0.504239265402441
11.158	-0.504239265402441
11.16	-0.504239265402441
11.162	-0.364394431841457
11.164	-0.271164542800802
11.166	-0.341086959581292
11.168	-0.236203334410555
11.17	0.113408749491905
11.172	-0.0847047647194886
11.174	-0.154627181499982
11.176	-0.259510806670719
11.178	-0.224549598280473
11.18	-0.352740695711376
11.182	-0.317779487321129
11.184	-0.259510806670719
11.186	-0.259510806670719
11.188	-0.108012236979653
11.19	-0.317779487321129
11.192	-0.236203334410555
11.194	-0.341086959581292
11.196	-0.609122890573179
11.198	-0.690699043483753
11.2	-0.702352779613835
11.202	-0.667391571223589
11.204	-0.632430362833343
11.206	-0.702352779613835
11.208	-0.550854209922769
11.21	-0.445970584752031
11.212	-0.469278057012195
11.214	-0.317779487321129
11.216	-0.539200473792687
11.218	-0.411009376361785
11.22	-0.422663112491867
11.222	-0.480931793142277
11.224	-0.515893001532523
11.226	-0.376048167971539
11.228	-0.539200473792687
11.23	-0.574161682182933
11.232	-0.492585529272359
11.234	-0.469278057012195
11.236	-0.574161682182933
11.238	-0.550854209922769
11.24	-0.632430362833343
11.242	-0.574161682182933
11.244	-0.562507946052851
11.246	-0.492585529272359
11.248	-0.434316848621949
11.25	-0.306125751191047
11.252	-0.177934653760145
11.254	-0.422663112491867
11.256	-0.469278057012195
11.258	-0.527546737662605
11.26	-0.212895862150392
11.262	-0.0730510285894079
11.264	-0.166280917630063
11.266	-0.0264360840690788
11.268	-0.271164542800802
11.27	-0.457624320882113
11.272	-0.480931793142277
11.274	-0.574161682182933
11.276	-0.457624320882113
11.278	-0.376048167971539
11.28	-0.294472015060965
11.282	-0.341086959581292
11.284	-0.504239265402441
11.286	-0.259510806670719
11.288	-0.0497435563292433
11.29	-0.0730510285894079
11.292	-0.364394431841457
11.294	-0.385371156875605
11.296	-0.405182508296744
11.298	-0.362063684615441
11.3	-0.317779487321129
11.302	-0.457624320882113
11.304	-0.317779487321129
11.306	-0.294472015060965
11.308	-0.212895862150392
11.31	0.0201788604512487
11.312	-0.0730510285894079
11.314	-0.341086959581292
11.316	-0.317779487321129
11.318	-0.364394431841457
11.32	-0.585815418313015
11.322	-0.585815418313015
11.324	-0.795582668654491
11.326	-0.655737835093507
11.328	-0.515893001532523
11.33	-0.527546737662605
11.332	-0.632430362833343
11.334	-0.690699043483753
11.336	-0.539200473792687
11.338	-0.445970584752031
11.34	-0.504239265402441
11.342	-0.422663112491867
11.344	-0.434316848621949
11.346	-0.504239265402441
11.348	-0.376048167971539
11.35	-0.434316848621949
11.352	-0.492585529272359
11.354	-0.434316848621949
11.356	-0.457624320882113
11.358	-0.411009376361785
11.36	-0.445970584752031
11.362	-0.306125751191047
11.364	-0.434316848621949
11.366	-0.352740695711376
11.368	-0.469278057012195
11.37	-0.539200473792687
11.372	-0.463451188947154
11.374	-0.387701904101621
11.376	-0.352740695711376
11.378	-0.480931793142277
11.38	-0.0730510285894079
11.382	0.160023694012233
11.384	-0.201242126020308
11.386	-0.364394431841457
11.388	-0.236203334410555
11.39	-0.352740695711376
11.392	-0.492585529272359
11.394	-0.177934653760145
11.396	-0.259510806670719
11.398	-0.341086959581292
11.4	-0.201242126020308
11.402	-0.282818278930882
11.404	-0.271164542800802
11.406	-0.457624320882113
11.408	-0.539200473792687
11.41	-0.690699043483753
11.412	-0.562507946052851
11.414	-0.562507946052851
11.416	-0.562507946052851
11.418	-0.480931793142277
11.42	-0.376048167971539
11.422	-0.387701904101621
11.424	-0.399355640231704
11.426	-0.271164542800802
11.428	-0.26533767473576
11.43	-0.259510806670719
11.432	-0.259510806670719
11.434	-0.166280917630063
11.436	-0.102185368914611
11.438	-0.0380898201991611
11.44	-0.224549598280473
11.442	-0.183761521825186
11.444	-0.142973445369898
11.446	-0.376048167971539
11.448	-0.317779487321129
11.45	-0.276991410865842
11.452	-0.236203334410555
11.454	-0.142973445369898
11.456	-0.364394431841457
11.458	-0.329433223451212
11.46	-0.294472015060965
11.462	-0.679045307353671
11.464	-0.562507946052851
11.466	-0.445970584752031
11.468	-0.282818278930882
11.47	-0.224549598280473
11.472	-0.346913827646334
11.474	-0.469278057012195
11.476	-0.550854209922769
11.478	-0.416836244426826
11.48	-0.282818278930882
11.482	-0.387701904101621
11.484	-0.224549598280473
11.486	-0.282818278930882
11.488	-0.341086959581292
11.49	-0.282818278930882
11.492	-0.399355640231704
11.494	-0.492585529272359
11.496	-0.585815418313015
11.498	-0.515893001532523
11.5	-0.422663112491867
11.502	-0.329433223451212
11.504	-0.259510806670719
11.506	-0.445970584752031
11.508	-0.416836244426826
11.51	-0.387701904101621
11.512	-0.364394431841457
11.514	-0.422663112491867
11.516	-0.480931793142277
11.518	-0.480931793142277
11.52	-0.108012236979653
11.522	-0.26533767473576
11.524	-0.422663112491867
11.526	-0.352740695711376
11.528	-0.492585529272359
11.53	-0.504239265402441
11.532	-0.515893001532523
11.534	-0.504239265402441
11.536	-0.469278057012195
11.538	-0.434316848621949
11.54	-0.457624320882113
11.542	-0.271164542800802
11.544	-0.26533767473576
11.546	-0.259510806670719
11.548	-0.399355640231704
11.55	-0.376048167971539
11.552	-0.352740695711376
11.554	-0.387701904101621
11.556	-0.317779487321129
11.558	-0.224549598280473
11.56	-0.131319709239818
11.562	-0.0497435563292433
11.564	-0.212895862150392
11.566	-0.288645146995924
11.568	-0.364394431841457
11.57	-0.422663112491867
11.572	-0.527546737662605
11.574	-0.632430362833343
11.576	-0.585815418313015
11.578	-0.609122890573179
11.58	-0.533373605727646
11.582	-0.457624320882113
11.584	-0.166280917630063
11.586	-0.0788778966544482
11.588	0.00852512432116644
11.59	-0.294472015060965
11.592	-0.422663112491867
11.594	-0.387701904101621
11.596	-0.352740695711376
11.598	-0.154627181499982
11.6	-0.242030202475595
11.602	-0.329433223451212
11.604	-0.317779487321129
11.606	-0.300298883126007
11.608	-0.282818278930882
11.61	-0.364394431841457
11.612	-0.142973445369898
11.614	-0.329433223451212
11.616	-0.515893001532523
11.618	-0.609122890573179
11.62	-0.591642286378056
11.622	-0.574161682182933
11.624	-0.527546737662605
11.626	-0.142973445369898
11.628	-0.195415257955268
11.63	-0.247857070540637
11.632	-0.142973445369898
11.634	-0.20706899408535
11.636	-0.271164542800802
11.638	-0.131319709239818
11.64	-0.282818278930882
11.642	-0.288645146995924
11.644	-0.294472015060965
11.646	0.00852512432116644
11.648	-0.0380898201991611
11.65	-0.0847047647194886
11.652	-0.271164542800802
11.654	-0.550854209922769
11.656	-0.574161682182933
11.658	-0.597469154443097
11.66	-0.469278057012195
11.662	-0.434316848621949
11.664	-0.550854209922769
11.666	-0.445970584752031
11.668	-0.341086959581292
11.67	-0.341086959581292
11.672	-0.399355640231704
11.674	-0.317779487321129
11.676	-0.405182508296744
11.678	-0.492585529272359
11.68	-0.527546737662605
11.682	-0.667391571223589
11.684	-0.457624320882113
11.686	-0.498412397337401
11.688	-0.539200473792687
11.69	-0.632430362833343
11.692	-0.702352779613835
11.694	-0.411009376361785
11.696	-0.498412397337401
11.698	-0.585815418313015
11.7	-0.620776626703261
11.702	-0.387701904101621
11.704	-0.154627181499982
11.706	-0.259510806670719
11.708	-0.364394431841457
11.71	-0.271164542800802
11.712	-0.253683938605679
11.714	-0.236203334410555
11.716	-0.271164542800802
11.718	-0.306125751191047
11.72	0.0201788604512487
11.722	-0.411009376361785
11.724	-0.329433223451212
11.726	-0.288645146995924
11.728	-0.189588389890227
11.73	-0.259510806670719
11.732	-0.297968135899989
11.734	-0.337590838742268
11.736	-0.376048167971539
11.738	-0.609122890573179
11.74	-0.469278057012195
11.742	-0.574161682182933
11.744	-0.574161682182933
11.746	-0.445970584752031
11.748	-0.574161682182933
11.75	-0.352740695711376
11.752	-0.422663112491867
11.754	-0.364394431841457
11.756	-0.352740695711376
11.758	-0.352740695711376
11.76	-0.364394431841457
11.762	-0.306125751191047
11.764	-0.356236816550399
11.766	-0.40751325552276
11.768	-0.457624320882113
11.77	-0.387701904101621
11.772	-0.399355640231704
11.774	-0.411009376361785
11.776	-0.480931793142277
11.778	-0.306125751191047
11.78	-0.399355640231704
11.782	-0.300298883126007
11.784	-0.317779487321129
11.786	-0.294472015060965
11.788	-0.259510806670719
11.79	-0.0847047647194886
11.792	-0.201242126020308
11.794	-0.189588389890227
11.796	-0.108012236979653
11.798	-0.0264360840690788
11.8	-0.224549598280473
11.802	-0.230376466345515
11.804	-0.236203334410555
11.806	-0.306125751191047
11.808	-0.259510806670719
11.81	-0.212895862150392
11.812	-0.166280917630063
11.814	-0.434316848621949
11.816	-0.492585529272359
11.818	-0.550854209922769
11.82	-0.236203334410555
11.822	-0.189588389890227
11.824	-0.346913827646334
11.826	-0.504239265402441
11.828	-0.422663112491867
11.83	-0.341086959581292
11.832	-0.259510806670719
11.834	-0.177934653760145
11.836	-0.504239265402441
11.838	-0.550854209922769
11.84	-0.451797452817072
11.842	-0.352740695711376
11.844	-0.247857070540637
11.846	-0.300298883126007
11.848	-0.352740695711376
11.85	-0.271164542800802
11.852	-0.434316848621949
11.854	-0.341086959581292
11.856	-0.247857070540637
11.858	-0.492585529272359
11.86	-0.247857070540637
11.862	-0.288645146995924
11.864	-0.329433223451212
11.866	-0.271164542800802
11.868	-0.434316848621949
11.87	-0.445970584752031
11.872	-0.457624320882113
11.874	-0.352740695711376
11.876	-0.399355640231704
11.878	-0.399355640231704
11.88	-0.399355640231704
11.882	-0.527546737662605
11.884	-0.521719869597564
11.886	-0.515893001532523
11.888	-0.597469154443097
11.89	-0.597469154443097
11.892	-0.550854209922769
11.894	-0.655737835093507
11.896	-0.667391571223589
11.898	-0.679045307353671
11.9	-0.585815418313015
11.902	-0.632430362833343
11.904	-0.550854209922769
11.906	-0.422663112491867
11.908	-0.358567563776416
11.91	-0.294472015060965
11.912	-0.434316848621949
11.914	-0.387701904101621
11.916	-0.480931793142277
11.918	-0.352740695711376
11.92	-0.399355640231704
11.922	-0.306125751191047
11.924	-0.212895862150392
11.926	-0.236203334410555
11.928	-0.376048167971539
11.93	-0.387701904101621
11.932	-0.422663112491867
11.934	-0.714006515743917
11.936	-0.603296022508138
11.938	-0.492585529272359
11.94	-0.644084098963425
11.942	-0.609122890573179
11.944	-0.714006515743917
11.946	-0.469278057012195
11.948	-0.469278057012195
11.95	-0.376048167971539
11.952	-0.282818278930882
11.954	-0.364394431841457
11.956	-0.364394431841457
11.958	-0.457624320882113
11.96	-0.492585529272359
11.962	-0.55668107798781
11.964	-0.620776626703261
11.966	-0.632430362833343
11.968	-0.690699043483753
11.97	-0.480931793142277
11.972	-0.486758661207318
11.974	-0.492585529272359
11.976	-0.498412397337401
11.978	-0.504239265402441
11.98	-0.201242126020308
11.982	-0.376048167971539
11.984	-0.376048167971539
11.986	-0.311952619256089
11.988	-0.247857070540637
11.99	-0.218722730215432
11.992	-0.189588389890227
11.994	-0.131319709239818
11.996	-0.0264360840690788
11.998	0.031832596581331
12	-0.0847047647194886
12.002	-0.0963585008495709
12.004	-0.172107785695105
12.006	-0.247857070540637
12.008	-0.282818278930882
12.01	-0.282818278930882
12.012	-0.189588389890227
12.014	-0.317779487321129
12.016	-0.341086959581292
12.018	-0.364394431841457
12.02	-0.411009376361785
12.022	-0.457624320882113
12.024	-0.376048167971539
12.026	-0.201242126020308
12.028	-0.131319709239818
12.03	-0.0613972924593256
12.032	-0.201242126020308
12.034	-0.0847047647194886
12.036	-0.212895862150392
12.038	-0.445970584752031
12.04	-0.259510806670719
12.042	-0.236203334410555
12.044	-0.212895862150392
12.046	-0.282818278930882
12.048	-0.0380898201991611
12.05	-0.224549598280473
12.052	-0.282818278930882
12.054	-0.376048167971539
12.056	-0.469278057012195
12.058	-0.515893001532523
12.06	-0.562507946052851
12.062	-0.434316848621949
12.064	-0.282818278930882
12.066	-0.154627181499982
12.068	-0.0264360840690788
12.07	-0.166280917630063
12.072	-0.0730510285894079
12.074	-0.108012236979653
12.076	-0.411009376361785
12.078	-0.253683938605679
12.08	-0.0963585008495709
12.082	-0.0730510285894079
12.084	-0.294472015060965
12.086	-0.341086959581292
12.088	-0.201242126020308
12.09	-0.212895862150392
12.092	-0.113839105044695
12.094	-0.0147823479389981
12.096	0.0551400688414955
12.098	-0.00312861180891427
12.1	-0.294472015060965
12.102	-0.364394431841457
12.104	-0.38187503603658
12.106	-0.399355640231704
12.108	-0.364394431841457
12.11	-0.154627181499982
12.112	-0.119665973109735
12.114	-0.0613972924593256
12.116	-0.0322629521341207
12.118	-0.00312861180891427
12.12	-0.0963585008495709
12.122	-0.201242126020308
12.124	-0.224549598280473
12.126	-0.253683938605679
12.128	-0.282818278930882
12.13	-0.282818278930882
12.132	-0.306125751191047
12.134	-0.317779487321129
12.136	-0.352740695711376
12.138	-0.434316848621949
12.14	-0.411009376361785
12.142	-0.387701904101621
12.144	-0.358567563776416
12.146	-0.329433223451212
12.148	-0.422663112491867
12.15	-0.341086959581292
12.152	-0.259510806670719
12.154	-0.218722730215432
12.156	-0.177934653760145
12.158	-0.224549598280473
12.16	-0.271164542800802
12.162	-0.329433223451212
12.164	-0.212895862150392
12.166	-0.0963585008495709
12.168	-0.113839105044695
12.17	-0.131319709239818
12.172	-0.201242126020308
12.174	-0.137146577304858
12.176	-0.0730510285894079
12.178	-0.160454049565023
12.18	-0.247857070540637
12.182	-0.562507946052851
12.184	-0.539200473792687
12.186	-0.515893001532523
12.188	-0.384205783262596
12.19	-0.253683938605679
12.192	-0.210565114924374
12.194	-0.166280917630063
12.196	-0.20706899408535
12.198	-0.247857070540637
12.2	-0.26533767473576
12.202	-0.282818278930882
12.204	-0.166280917630063
12.206	-0.204738246859334
12.208	-0.242030202475595
12.21	-0.280487531704866
12.212	-0.317779487321129
12.214	-0.492585529272359
12.216	-0.492585529272359
12.218	-0.492585529272359
12.22	-0.463451188947154
12.222	-0.434316848621949
12.224	-0.411009376361785
12.226	-0.393528772166662
12.228	-0.376048167971539
12.23	-0.329433223451212
12.232	-0.282818278930882
12.234	-0.411009376361785
12.236	-0.38187503603658
12.238	-0.352740695711376
12.24	-0.463451188947154
12.242	-0.574161682182933
12.244	-0.399355640231704
12.246	-0.393528772166662
12.248	-0.387701904101621
12.25	-0.434316848621949
12.252	-0.480931793142277
12.254	-0.527546737662605
12.256	-0.434316848621949
12.258	-0.341086959581292
12.26	-0.201242126020308
12.262	-0.218722730215432
12.264	-0.236203334410555
12.266	-0.166280917630063
12.268	-0.0963585008495709
12.27	0.0551400688414955
12.272	-0.0497435563292433
12.274	-0.154627181499982
12.276	-0.137146577304858
12.278	-0.119665973109735
12.28	-0.294472015060965
12.282	-0.358567563776416
12.284	-0.422663112491867
12.286	-0.282818278930882
12.288	-0.422663112491867
12.29	-0.562507946052851
12.292	-0.515893001532523
12.294	-0.469278057012195
12.296	-0.469278057012195
12.298	-0.47860104591626
12.3	-0.486758661207318
12.302	-0.469278057012195
12.304	-0.387701904101621
12.306	-0.306125751191047
12.308	-0.376048167971539
12.31	-0.411009376361785
12.312	-0.0963585008495709
12.314	-0.189588389890227
12.316	-0.0497435563292433
12.318	-0.189588389890227
12.32	0.031832596581331
12.322	-0.108012236979653
12.324	-0.166280917630063
12.326	0.0201788604512487
12.328	-0.247857070540637
12.33	-0.0264360840690788
12.332	-0.247857070540637
12.334	-0.0963585008495709
12.336	-0.317779487321129
12.338	-0.644084098963425
12.34	-0.480931793142277
12.342	-0.457624320882113
12.344	-0.364394431841457
12.346	-0.387701904101621
12.348	-0.294472015060965
12.35	-0.317779487321129
12.352	-0.0730510285894079
12.354	-0.189588389890227
12.356	-0.189588389890227
12.358	-0.259510806670719
12.36	-0.142973445369898
12.362	-0.0380898201991611
12.364	-0.212895862150392
12.366	-0.177934653760145
12.368	-0.306125751191047
12.37	-0.306125751191047
12.372	-0.317779487321129
12.374	-0.539200473792687
12.376	-0.550854209922769
12.378	-0.515893001532523
12.38	-0.632430362833343
12.382	-0.550854209922769
12.384	-0.486758661207318
12.386	-0.422663112491867
12.388	-0.515893001532523
12.39	-0.387701904101621
12.392	-0.294472015060965
12.394	-0.282818278930882
12.396	-0.271164542800802
12.398	-0.341086959581292
12.4	-0.282818278930882
12.402	-0.416836244426826
12.404	-0.550854209922769
12.406	-0.457624320882113
12.408	-0.376048167971539
12.41	-0.294472015060965
12.412	-0.288645146995924
12.414	-0.282818278930882
12.416	-0.259510806670719
12.418	-0.0613972924593256
12.42	-0.445970584752031
12.422	-0.416836244426826
12.424	-0.387701904101621
12.426	-0.469278057012195
12.428	-0.376048167971539
12.43	-0.411009376361785
12.432	-0.445970584752031
12.434	-0.282818278930882
12.436	-0.376048167971539
12.438	-0.341086959581292
12.44	-0.306125751191047
12.442	-0.445970584752031
12.444	-0.457624320882113
12.446	-0.574161682182933
12.448	-0.568334814117893
12.45	-0.562507946052851
12.452	-0.480931793142277
12.454	-0.271164542800802
12.456	-0.341086959581292
12.458	-0.306125751191047
12.46	-0.271164542800802
12.462	-0.306125751191047
12.464	-0.282818278930882
12.466	-0.276991410865842
12.468	-0.271164542800802
12.47	-0.108012236979653
12.472	-0.306125751191047
12.474	-0.0730510285894079
12.476	-0.0963585008495709
12.478	-0.119665973109735
12.48	-0.0147823479389981
12.482	-0.282818278930882
12.484	-0.469278057012195
12.486	-0.44014371668699
12.488	-0.411009376361785
12.49	-0.399355640231704
12.492	-0.282818278930882
12.494	-0.399355640231704
12.496	-0.434316848621949
12.498	-0.294472015060965
12.5	-0.242030202475595
12.502	-0.189588389890227
12.504	-0.492585529272359
