Age	Paleotemperature	Humans
7.352	-0.579988550247974	0
7.354	-0.539200473792687	0
7.356	-0.411009376361785	0
7.358	-0.539200473792687	0
7.36	-0.294472015060965	0
7.362	-0.434316848621949	0
7.364	-0.329433223451212	0
7.366	-0.376048167971539	0
7.368	-0.329433223451212	0
7.37	-0.480931793142277	0
7.372	-0.504239265402441	0
7.374	-0.370221299906499	0
7.376	-0.760621460264244	0
7.378	-0.609122890573179	0
7.38	-0.632430362833343	0
7.382	-0.714006515743917	0
7.384	-0.73148711993904	0
7.386	-0.679045307353671	0
7.388	-0.574161682182933	0
7.39	-0.422663112491867	0
7.392	-0.702352779613835	0
7.394	-0.55668107798781	0
7.396	-0.445970584752031	0
7.398	-0.498412397337401	0
7.4	-0.480931793142277	0
7.402	-0.218722730215432	0
7.404	-0.457624320882113	0
7.406	-0.457624320882113	0
7.408	-0.44014371668699	0
7.41	-0.457624320882113	0
7.412	-0.177934653760145	0
7.414	-0.585815418313015	0
7.416	-0.795582668654491	0
7.418	-0.714006515743917	0
7.42	-0.842197613174819	0
7.422	-0.888812557695147	0
7.424	-0.661564703158548	0
7.426	-0.679045307353671	0
7.428	-0.527546737662605	0
7.43	-0.422663112491867	0
7.432	-0.469278057012195	0
7.434	-0.352740695711376	0
7.436	-0.329433223451212	0
7.438	-0.317779487321129	0
7.44	-0.259510806670719	0
7.442	-0.475104925077236	0
7.444	-0.492585529272359	0
7.446	-0.533373605727646	0
7.448	-0.574161682182933	0
7.45	-0.498412397337401	0
7.452	-0.539200473792687	0
7.454	-0.597469154443097	0
7.456	-0.61494975863822	0
7.458	-0.714006515743917	0
7.46	-0.702352779613835	0
7.462	-0.562507946052851	0
7.464	-0.807236404784573	0
7.466	-0.795582668654491	0
7.468	-0.469278057012195	0
7.47	-0.224549598280473	0
7.472	-0.416836244426826	0
7.474	-0.329433223451212	0
7.476	-0.585815418313015	0
7.478	-0.317779487321129	0
7.48	-0.201242126020308	0
7.482	-0.300298883126007	0
7.484	-0.399355640231704	0
7.486	-0.574161682182933	0
7.488	-0.434316848621949	0
7.49	-0.352740695711376	0
7.492	-0.317779487321129	0
7.494	-0.632430362833343	0
7.496	-0.702352779613835	0
7.498	-0.679045307353671	0
7.5	-0.620776626703261	0
7.502	-0.131319709239818	0
7.504	-0.550854209922769	0
7.506	-0.562507946052851	0
7.508	-0.609122890573179	0
7.51	-0.655737835093507	0
7.512	-0.352740695711376	0
7.514	-0.562507946052851	0
7.516	-0.644084098963425	0
7.518	-0.259510806670719	0
7.52	-0.550854209922769	0
7.522	-0.434316848621949	0
7.524	-0.393528772166662	0
7.526	-0.352740695711376	0
7.528	-0.515893001532523	0
7.53	-0.376048167971539	0
7.532	-0.521719869597564	0
7.534	-0.364394431841457	0
7.536	-0.585815418313015	0
7.538	-0.422663112491867	0
7.54	-0.912120029955311	0
7.542	-0.609122890573179	0
7.544	-0.667391571223589	0
7.546	-0.609122890573179	0
7.548	-0.597469154443097	0
7.55	-0.714006515743917	0
7.552	-0.609122890573179	0
7.554	-0.445970584752031	0
7.556	-0.469278057012195	0
7.558	-0.644084098963425	0
7.56	-0.632430362833343	0
7.562	-0.609122890573179	0
7.564	-0.294472015060965	0
7.566	-0.451797452817072	0
7.568	-0.714006515743917	0
7.57	-0.282818278930882	0
7.572	-0.609122890573179	0
7.574	-0.609122890573179	0
7.576	-0.644084098963425	0
7.578	-0.702352779613835	0
7.58	-0.574161682182933	0
7.582	-0.725660251873999	0
7.584	-0.748967724134163	0
7.586	-0.620776626703261	0
7.588	-0.609122890573179	0
7.59	-0.387701904101621	0
7.592	-0.0847047647194886	0
7.594	-0.469278057012195	0
7.596	-0.539200473792687	0
7.598	-0.451797452817072	0
7.6	-0.387701904101621	0
7.602	-0.189588389890227	0
7.604	-0.411009376361785	0
7.606	-0.370221299906499	0
7.608	-0.55668107798781	0
7.61	-0.818890140914655	0
7.612	-0.818890140914655	0
7.614	-0.737313988004082	0
7.616	-0.708179647678876	0
7.618	-0.737313988004082	0
7.62	-0.818890140914655	0
7.622	-0.73148711993904	0
7.624	-0.725660251873999	0
7.626	-0.818890140914655	0
7.628	-0.61494975863822	0
7.63	-0.682541428192696	0
7.632	-0.70584890045286	0
7.634	-0.725660251873999	0
7.636	-0.708179647678876	0
7.638	-0.492585529272359	0
7.64	-0.399355640231704	0
7.642	-0.550854209922769	0
7.644	-0.428489980556908	0
7.646	-0.434316848621949	0
7.648	-0.562507946052851	0
7.65	-0.550854209922769	0
7.652	-0.504239265402441	0
7.654	-0.830543877044737	0
7.656	-0.807236404784573	0
7.658	-0.748967724134163	0
7.66	-1.00534991899597	0
7.662	-0.900466293825229	0
7.664	-0.702352779613835	0
7.666	-0.73148711993904	0
7.668	-0.574161682182933	0
7.67	-0.888812557695147	0
7.672	-0.760621460264244	0
7.674	-0.760621460264244	0
7.676	-0.836370745109778	0
7.678	-0.632430362833343	0
7.68	-0.760621460264244	0
7.682	-0.690699043483753	0
7.684	-0.661564703158548	0
7.686	-0.655737835093507	0
7.688	-0.595138407217081	0
7.69	-0.533373605727646	0
7.692	-0.832874624270753	0
7.694	-1.13354101642687	0
7.696	-0.958734974475639	0
7.698	-0.754794592199204	0
7.7	-0.947081238345557	0
7.702	-0.766448328329286	0
7.704	-0.923773766085393	0
7.706	-0.935427502215475	0
7.708	-0.900466293825229	0
7.71	-0.638257230898384	0
7.712	-0.667391571223589	0
7.714	-0.801409536719532	0
7.716	-0.714006515743917	0
7.718	-0.859678217369942	0
7.72	-0.708179647678876	0
7.722	-0.760621460264244	0
7.724	-0.679045307353671	0
7.726	-0.667391571223589	0
7.728	-0.632430362833343	0
7.73	-0.61494975863822	0
7.732	-0.987869314800844	0
7.734	-0.667391571223589	0
7.736	-0.743140856069122	0
7.738	-0.597469154443097	0
7.74	-0.550854209922769	0
7.742	-0.783928932524409	0
7.744	-0.702352779613835	0
7.746	-0.644084098963425	0
7.748	-0.722164131034974	0
7.75	-0.725660251873999	0
7.752	-0.690699043483753	0
7.754	-0.626603494768302	0
7.756	-0.795582668654491	0
7.758	-0.807236404784573	0
7.76	-0.684872175418712	0
7.762	-0.620776626703261	0
7.764	-0.585815418313015	0
7.766	-0.585815418313015	0
7.768	-0.609122890573179	0
7.77	-0.568334814117893	0
7.772	-0.527546737662605	0
7.774	-0.628934241994318	0
7.776	-0.729156372713023	0
7.778	-0.830543877044737	0
7.78	-0.900466293825229	0
7.782	-0.970388710605721	0
7.784	-0.795582668654491	0
7.786	-0.853851349304901	0
7.788	-0.667391571223589	0
7.79	-0.714006515743917	0
7.792	-0.422663112491867	0
7.794	-0.702352779613835	0
7.796	-0.679045307353671	0
7.798	-0.515893001532523	0
7.8	-0.527546737662605	0
7.802	-0.562507946052851	0
7.804	-0.626603494768302	0
7.806	-0.550854209922769	0
7.808	-0.585815418313015	0
7.81	-0.609122890573179	0
7.812	-0.702352779613835	0
7.814	-0.562507946052851	0
7.816	-0.888812557695147	0
7.818	-0.952908106410598	0
7.82	-0.923773766085393	0
7.822	-0.830543877044737	0
7.824	-0.783928932524409	0
7.826	-0.830543877044737	0
7.828	-0.871331953500024	0
7.83	-0.445970584752031	0
7.832	-0.725660251873999	0
7.834	-0.626603494768302	0
7.836	-0.877158821565065	0
7.838	-0.679045307353671	0
7.84	-0.783928932524409	0
7.842	-0.842197613174819	0
7.844	-0.748967724134163	0
7.846	-0.760621460264244	0
7.848	-0.818890140914655	0
7.85	-0.795582668654491	0
7.852	-0.644084098963425	0
7.854	-0.632430362833343	0
7.856	-0.632430362833343	0
7.858	-0.807236404784573	0
7.86	-0.562507946052851	0
7.862	-0.684872175418712	0
7.864	-0.807236404784573	0
7.866	-0.702352779613835	0
7.868	-0.667391571223589	0
7.87	-0.888812557695147	0
7.872	-0.609122890573179	0
7.874	-0.562507946052851	0
7.876	-0.539200473792687	0
7.878	-0.434316848621949	0
7.88	-0.504239265402441	0
7.882	-0.259510806670719	0
7.884	-0.352740695711376	0
7.886	-0.661564703158548	0
7.888	-0.900466293825229	0
7.89	-0.754794592199204	0
7.892	-0.737313988004082	0
7.894	-0.690699043483753	0
7.896	-0.73148711993904	0
7.898	-0.772275196394327	0
7.9	-0.783928932524409	0
7.902	-0.888812557695147	0
7.904	-0.585815418313015	0
7.906	-0.853851349304901	0
7.908	-0.667391571223589	0
7.91	-0.877158821565065	0
7.912	-0.772275196394327	0
7.914	-0.748967724134163	0
7.916	-0.917946898020352	0
7.918	-0.632430362833343	0
7.92	-0.818890140914655	0
7.922	-0.737313988004082	0
7.924	-0.865505085434983	0
7.926	-0.760621460264244	0
7.928	-0.795582668654491	0
7.93	-0.714006515743917	0
7.932	-0.748967724134163	0
7.934	-0.912120029955311	0
7.936	-0.958734974475639	0
7.938	-0.818890140914655	0
7.94	-0.760621460264244	0
7.942	-0.958734974475639	0
7.944	-0.830543877044737	0
7.946	-0.900466293825229	0
7.948	-0.719833383808958	0
7.95	-0.786259679750425	0
7.952	-0.853851349304901	0
7.954	-0.818890140914655	0
7.956	-0.830543877044737	0
7.958	-0.830543877044737	0
7.96	-0.947081238345557	0
7.962	-0.609122890573179	0
7.964	-0.795582668654491	0
7.966	-0.783928932524409	0
7.968	-0.690699043483753	0
7.97	-0.760621460264244	0
7.972	-0.597469154443097	0
7.974	-0.422663112491867	0
7.976	-0.748967724134163	0
7.978	-0.748967724134163	0
7.98	-0.748967724134163	0
7.982	-0.78975580058945	0
7.984	-0.830543877044737	0
7.986	-0.714006515743917	0
7.988	-0.469278057012195	0
7.99	-0.510066133467482	0
7.992	-0.550854209922769	0
7.994	-0.585815418313015	0
7.996	-0.574161682182933	0
7.998	-0.504239265402441	0
8	-0.480931793142277	0
8.002	-0.306125751191047	0
8.004	-0.591642286378056	0
8.006	-0.795582668654491	0
8.008	-0.842197613174819	0
8.01	-0.661564703158548	0
8.012	-0.574161682182933	0
8.014	-0.422663112491867	0
8.016	-0.352740695711376	0
8.018	-0.411009376361785	0
8.02	-0.539200473792687	0
8.022	-0.422663112491867	0
8.024	-0.725660251873999	0
8.026	-0.644084098963425	0
8.028	-0.539200473792687	0
8.03	-0.504239265402441	0
8.032	-0.562507946052851	0
8.034	-0.306125751191047	0
8.036	-0.574161682182933	0
8.038	-0.317779487321129	0
8.04	-0.795582668654491	0
8.042	-0.836370745109778	0
8.044	-0.842197613174819	0
8.046	-0.818890140914655	0
8.048	-0.807236404784573	0
8.05	-0.748967724134163	0
8.052	-0.317779487321129	0
8.054	-0.830543877044737	0
8.056	-0.737313988004082	0
8.058	-0.679045307353671	0
8.06	-0.830543877044737	0
8.062	-0.609122890573179	0
8.064	-0.620776626703261	0
8.066	-0.539200473792687	0
8.068	-0.655737835093507	0
8.07	-0.644084098963425	0
8.072	-0.504239265402441	0
8.074	-0.830543877044737	0
8.076	-0.585815418313015	0
8.078	-0.725660251873999	0
8.08	-0.638257230898384	0
8.082	-0.795582668654491	0
8.084	-0.667391571223589	0
8.086	-0.632430362833343	0
8.088	-0.694195164322778	0
8.09	-0.754794592199204	0
8.092	-0.702352779613835	0
8.094	-0.807236404784573	0
8.096	-0.807236404784573	0
8.098	-0.743140856069122	0
8.1	-0.550854209922769	0
8.102	-0.655737835093507	0
8.104	-0.760621460264244	0
8.106	-0.469278057012195	0
8.108	-0.737313988004082	0
8.11	-0.748967724134163	0
8.112	-0.760621460264244	0
8.114	-0.772275196394327	0
8.116	-0.510066133467482	0
8.118	-0.667391571223589	0
8.12	-0.679045307353671	0
8.122	-0.818890140914655	0
8.124	-0.73148711993904	0
8.126	-0.807236404784573	0
8.128	-0.644084098963425	0
8.13	-0.620776626703261	0
8.132	-0.655737835093507	0
8.134	-0.818890140914655	0
8.136	-0.748967724134163	0
8.138	-0.690699043483753	0
8.14	-0.795582668654491	0
8.142	-0.597469154443097	0
8.144	-0.760621460264244	0
8.146	-0.492585529272359	0
8.148	-0.813063272849614	0
8.15	-0.67321843928863	0
8.152	-0.533373605727646	0
8.154	-0.644084098963425	0
8.156	-0.795582668654491	0
8.158	-0.632430362833343	0
8.16	-0.655737835093507	0
8.162	-0.457624320882113	0
8.164	-0.574161682182933	0
8.166	-0.515893001532523	0
8.168	-0.61494975863822	0
8.17	-0.463451188947154	0
8.172	-0.644084098963425	0
8.174	-0.628934241994318	0
8.176	-0.748967724134163	0
8.178	-0.760621460264244	0
8.18	-0.679045307353671	0
8.182	-0.597469154443097	0
8.184	-0.737313988004082	0
8.186	-0.411009376361785	0
8.188	-0.527546737662605	0
8.19	-0.271164542800802	0
8.192	-0.842197613174819	0
8.194	-0.725660251873999	0
8.196	-0.760621460264244	0
8.198	-0.795582668654491	0
8.2	-0.702352779613835	0
8.202	-0.632430362833343	0
8.204	-0.562507946052851	0
8.206	-0.690699043483753	0
8.208	-0.649910967028466	0
8.21	-0.609122890573179	0
8.212	-0.282818278930882	0
8.214	-0.655737835093507	0
8.216	-0.772275196394327	0
8.218	-0.504239265402441	0
8.22	-0.772275196394327	0
8.222	-0.760621460264244	0
8.224	-0.748967724134163	0
8.226	-0.714006515743917	0
8.228	-0.772275196394327	0
8.23	-0.807236404784573	0
8.232	-0.585815418313015	0
8.234	-0.807236404784573	0
8.236	-0.801409536719532	0
8.238	-0.795582668654491	0
8.24	-0.655737835093507	0
8.242	-0.865505085434983	0
8.244	-0.842197613174819	0
8.246	-0.515893001532523	0
8.248	-0.714006515743917	0
8.25	-0.696525911548794	0
8.252	-0.679045307353671	0
8.254	-0.690699043483753	0
8.256	-0.748967724134163	0
8.258	-0.574161682182933	0
8.26	-0.387701904101621	0
8.262	-0.620776626703261	0
8.264	-0.644084098963425	0
8.266	-0.620776626703261	0
8.268	-0.708179647678876	0
8.27	-0.617280505864236	0
8.272	-0.527546737662605	0
8.274	-0.888812557695147	0
8.276	-0.469278057012195	0
8.278	-0.457624320882113	0
8.28	-0.445970584752031	0
8.282	-0.469278057012195	0
8.284	-0.527546737662605	0
8.286	-0.702352779613835	0
8.288	-0.579988550247974	0
8.29	-0.457624320882113	0
8.292	-0.853851349304901	0
8.294	-0.550854209922769	0
8.296	-0.748967724134163	0
8.298	-0.609122890573179	0
8.3	-0.865505085434983	0
8.302	-0.67321843928863	0
8.304	-0.480931793142277	0
8.306	-0.644084098963425	0
8.308	-0.737313988004082	0
8.31	-0.714006515743917	0
8.312	-0.982042446735803	0
8.314	-0.935427502215475	0
8.316	-0.999523050930926	0
8.318	-1.06361859964638	0
8.32	-0.888812557695147	0
8.322	-0.772275196394327	0
8.324	-0.958734974475639	0
8.326	-0.923773766085393	0
8.328	-0.853851349304901	0
8.33	-0.783928932524409	0
8.332	-0.923773766085393	0
8.334	-0.853851349304901	0
8.336	-0.748967724134163	0
8.338	-0.807236404784573	0
8.34	-0.714006515743917	0
8.342	-0.748967724134163	0
8.344	-0.778102064459368	0
8.346	-0.807236404784573	0
8.348	-0.888812557695147	0
8.35	-0.877158821565065	0
8.352	-0.772275196394327	0
8.354	-0.900466293825229	0
8.356	-0.877158821565065	0
8.358	-0.853851349304901	0
8.36	-0.830543877044737	0
8.362	-0.830543877044737	0
8.364	-0.772275196394327	0
8.366	-0.795582668654491	0
8.368	-0.667391571223589	0
8.37	-0.690699043483753	0
8.372	-0.714006515743917	0
8.374	-0.714006515743917	0
8.376	-0.632430362833343	0
8.378	-0.772275196394327	0
8.38	-0.853851349304901	0
8.382	-0.830543877044737	0
8.384	-0.772275196394327	0
8.386	-0.714006515743917	0
8.388	-0.620776626703261	0
8.39	-0.527546737662605	0
8.392	-0.702352779613835	0
8.394	-0.574161682182933	0
8.396	-0.679045307353671	0
8.398	-0.725660251873999	0
8.4	-0.772275196394327	0
8.402	-0.714006515743917	0
8.404	-0.830543877044737	0
8.406	-0.842197613174819	0
8.408	-0.521719869597564	0
8.41	-0.387701904101621	0
8.412	-0.527546737662605	0
8.414	-0.644084098963425	0
8.416	-0.836370745109778	0
8.418	-0.830543877044737	0
8.42	-0.562507946052851	0
8.422	-0.737313988004082	0
8.424	-0.690699043483753	0
8.426	-0.644084098963425	0
8.428	-0.725660251873999	0
8.43	-0.480931793142277	0
8.432	-0.737313988004082	0
8.434	-0.667391571223589	0
8.436	-0.923773766085393	0
8.438	-0.830543877044737	0
8.44	-0.824717008979696	0
8.442	-0.982042446735803	0
8.444	-0.842197613174819	0
8.446	-0.748967724134163	0
8.448	-0.690699043483753	0
8.45	-0.737313988004082	0
8.452	-0.714006515743917	0
8.454	-0.667391571223589	0
8.456	-0.702352779613835	0
8.458	-0.609122890573179	0
8.46	-0.737313988004082	0
8.462	-0.655737835093507	0
8.464	-0.644084098963425	0
8.466	-0.597469154443097	0
8.468	-0.737313988004082	0
8.47	-0.539200473792687	0
8.472	-0.585815418313015	0
8.474	-0.585815418313015	0
8.476	-0.55668107798781	0
8.478	-0.527546737662605	0
8.48	-0.644084098963425	0
8.482	-0.714006515743917	0
8.484	-0.865505085434983	0
8.486	-0.667391571223589	0
8.488	-0.748967724134163	0
8.49	-0.737313988004082	0
8.492	-0.562507946052851	0
8.494	-0.591642286378056	0
8.496	-0.620776626703261	0
8.498	-0.620776626703261	0
8.5	-0.527546737662605	0
8.502	-0.550854209922769	0
8.504	-0.620776626703261	0
8.506	-0.690699043483753	0
8.508	-0.632430362833343	0
8.51	-1.28503958611793	0
8.512	-0.947081238345557	0
8.514	-0.923773766085393	0
8.516	-0.900466293825229	0
8.518	-0.748967724134163	0
8.52	-0.679045307353671	0
8.522	-0.748967724134163	0
8.524	-0.620776626703261	0
8.526	-0.620776626703261	0
8.528	-0.574161682182933	0
8.53	-0.609122890573179	0
8.532	-0.714006515743917	0
8.534	-0.679045307353671	0
8.536	-0.515893001532523	0
8.538	-0.504239265402441	0
8.54	-0.422663112491867	0
8.542	-0.539200473792687	0
8.544	-0.376048167971539	0
8.546	-0.620776626703261	0
8.548	-0.539200473792687	0
8.55	-0.702352779613835	0
8.552	-0.795582668654491	0
8.554	-0.644084098963425	0
8.556	-0.912120029955311	0
8.558	-0.679045307353671	0
8.56	-0.859678217369942	0
8.562	-0.737313988004082	0
8.564	-0.772275196394327	0
8.566	-0.469278057012195	0
8.568	-0.725660251873999	0
8.57	-0.609122890573179	0
8.572	-0.795582668654491	0
8.574	-0.585815418313015	0
8.576	-0.387701904101621	0
8.578	-0.550854209922769	0
8.58	-0.609122890573179	0
8.582	-0.539200473792687	0
8.584	-0.655737835093507	0
8.586	-0.609122890573179	0
8.588	-1.0519648635163	0
8.59	-0.376048167971539	0
8.592	-0.947081238345557	0
8.594	-0.783928932524409	0
8.596	-0.912120029955311	0
8.598	-1.08692607190654	0
8.6	-0.958734974475639	0
8.602	-0.993696182865885	0
8.604	-0.970388710605721	0
8.606	-0.947081238345557	0
8.608	-1.12188728029679	0
8.61	-1.04031112738621	0
8.612	-0.842197613174819	0
8.614	-0.970388710605721	0
8.616	-0.993696182865885	0
8.618	-0.865505085434983	0
8.62	-0.632430362833343	0
8.622	-0.970388710605721	0
8.624	-0.818890140914655	0
8.626	-0.818890140914655	0
8.628	-0.830543877044737	0
8.63	-0.842197613174819	0
8.632	-0.853851349304901	0
8.634	-0.585815418313015	0
8.636	-1.16850222481711	0
8.638	-0.982042446735803	0
8.64	-0.795582668654491	0
8.642	-0.667391571223589	0
8.644	-0.842197613174819	0
8.646	-0.830543877044737	0
8.648	-0.766448328329286	0
8.65	-0.690699043483753	0
8.652	-0.644084098963425	0
8.654	-0.725660251873999	0
8.656	-0.620776626703261	0
8.658	-0.434316848621949	0
8.66	-0.504239265402441	0
8.662	-0.492585529272359	0
8.664	-0.259510806670719	0
8.666	-0.341086959581292	0
8.668	-0.853851349304901	0
8.67	-1.04031112738621	0
8.672	-0.935427502215475	0
8.674	-0.818890140914655	0
8.676	-0.818890140914655	0
8.678	-0.947081238345557	0
8.68	-0.912120029955311	0
8.682	-0.877158821565065	0
8.684	-0.807236404784573	0
8.686	-0.585815418313015	0
8.688	-0.585815418313015	0
8.69	-0.585815418313015	0
8.692	-0.632430362833343	0
8.694	-0.912120029955311	0
8.696	-0.714006515743917	0
8.698	-0.842197613174819	0
8.7	-0.818890140914655	0
8.702	-0.748967724134163	0
8.704	-0.772275196394327	0
8.706	-0.422663112491867	0
8.708	-0.463451188947154	0
8.71	-0.504239265402441	0
8.712	-0.632430362833343	0
8.714	-0.620776626703261	0
8.716	-0.853851349304901	0
8.718	-0.620776626703261	0
8.72	-0.783928932524409	0
8.722	-0.818890140914655	0
8.724	-0.900466293825229	0
8.726	-1.1102335441667	0
8.728	-0.853851349304901	0
8.73	-0.900466293825229	0
8.732	-1.00534991899597	0
8.734	-0.748967724134163	0
8.736	-0.725660251873999	0
8.738	-0.702352779613835	0
8.74	-0.748967724134163	0
8.742	-0.597469154443097	0
8.744	-0.760621460264244	0
8.746	-0.842197613174819	0
8.748	-0.667391571223589	0
8.75	-0.550854209922769	0
8.752	-0.469278057012195	0
8.754	-0.422663112491867	0
8.756	-0.294472015060965	0
8.758	-0.329433223451212	0
8.76	-0.469278057012195	0
8.762	-0.527546737662605	0
8.764	-0.550854209922769	0
8.766	-0.661564703158548	0
8.768	-0.772275196394327	0
8.77	-0.772275196394327	0
8.772	-0.807236404784573	0
8.774	-0.609122890573179	0
8.776	-0.620776626703261	0
8.778	-0.597469154443097	0
8.78	-0.434316848621949	0
8.782	-0.574161682182933	0
8.784	-0.515893001532523	0
8.786	-0.469278057012195	0
8.788	-0.457624320882113	0
8.79	-0.504239265402441	0
8.792	-0.655737835093507	0
8.794	-0.679045307353671	0
8.796	-0.702352779613835	0
8.798	-0.888812557695147	0
8.8	-0.783928932524409	0
8.802	-0.748967724134163	0
8.804	-0.772275196394327	0
8.806	-0.842197613174819	0
8.808	-0.737313988004082	0
8.81	-0.760621460264244	0
8.812	-0.888812557695147	0
8.814	-0.958734974475639	0
8.816	-0.830543877044737	0
8.818	-0.970388710605721	0
8.82	-0.795582668654491	0
8.822	-0.807236404784573	0
8.824	-0.917946898020352	0
8.826	-1.02865739125613	0
8.828	-0.667391571223589	0
8.83	-0.585815418313015	0
8.832	-0.562507946052851	0
8.834	-0.795582668654491	0
8.836	-0.714006515743917	0
8.838	-0.818890140914655	0
8.84	-0.539200473792687	0
8.842	-0.737313988004082	0
8.844	-0.830543877044737	0
8.846	-0.795582668654491	0
8.848	-0.667391571223589	0
8.85	-0.783928932524409	0
8.852	-0.853851349304901	0
8.854	-0.84802448123986	0
8.856	-0.842197613174819	0
8.858	-0.760621460264244	0
8.86	-0.585815418313015	0
8.862	-0.783928932524409	0
8.864	-0.725660251873999	0
8.866	-0.585815418313015	0
8.868	-0.422663112491867	0
8.87	-0.550854209922769	0
8.872	-0.591642286378056	0
8.874	-0.632430362833343	0
8.876	-0.667391571223589	0
8.878	-0.585815418313015	0
8.88	-0.504239265402441	0
8.882	-0.947081238345557	0
8.884	-0.917946898020352	0
8.886	-0.888812557695147	0
8.888	-0.795582668654491	0
8.89	-0.877158821565065	0
8.892	-0.912120029955311	0
8.894	-0.947081238345557	0
8.896	-0.853851349304901	0
8.898	-0.783928932524409	0
8.9	-0.714006515743917	0
8.902	-0.865505085434983	0
8.904	-0.912120029955311	0
8.906	-0.877158821565065	0
8.908	-0.842197613174819	0
8.91	-0.807236404784573	0
8.912	-0.787425053363433	0
8.914	-0.768779075555303	0
8.916	-0.748967724134163	0
8.918	-0.888812557695147	0
8.92	-0.900466293825229	0
8.922	-0.912120029955311	0
8.924	-0.865505085434983	0
8.926	-0.900466293825229	0
8.928	-0.935427502215475	0
8.93	-0.772275196394327	0
8.932	-0.778102064459368	0
8.934	-0.783928932524409	0
8.936	-0.993696182865885	0
8.938	-0.714006515743917	0
8.94	-0.748967724134163	0
8.942	-0.783928932524409	0
8.944	-0.620776626703261	0
8.946	-0.617280505864236	0
8.948	-0.612619011412204	0
8.95	-0.609122890573179	0
8.952	-0.606792143347163	0
8.954	-0.603296022508138	0
8.956	-0.585815418313015	0
8.958	-0.515893001532523	0
8.96	-0.842197613174819	0
8.962	-0.970388710605721	0
8.964	-0.877158821565065	0
8.966	-1.04031112738621	0
8.968	-0.748967724134163	0
8.97	-1.09857980803662	0
8.972	-0.993696182865885	0
8.974	-0.888812557695147	0
8.976	-0.830543877044737	0
8.978	-0.772275196394327	0
8.98	-0.597469154443097	0
8.982	-0.562507946052851	0
8.984	-0.737313988004082	0
8.986	-0.935427502215475	0
8.988	-0.690699043483753	0
8.99	-0.900466293825229	0
8.992	-0.795582668654491	0
8.994	-0.655737835093507	0
8.996	-0.504239265402441	0
8.998	-0.620776626703261	0
9	-0.492585529272359	0
9.002	-0.434316848621949	0
9.004	-0.714006515743917	0
9.006	-0.702352779613835	0
9.008	-0.912120029955311	0
9.01	-0.807236404784573	0
9.012	-0.620776626703261	0
9.014	-0.632430362833343	0
9.016	-0.583484671086999	0
9.018	-0.533373605727646	0
9.02	-0.0497435563292433	0
9.022	-0.282818278930882	0
9.024	-0.189588389890227	0
9.026	-0.259510806670719	0
9.028	-0.329433223451212	0
9.03	-0.352740695711376	0
9.032	-0.288645146995924	0
9.034	-0.224549598280473	0
9.036	-0.539200473792687	0
9.038	-0.294472015060965	0
9.04	-0.317779487321129	0
9.042	-0.341086959581292	0
9.044	-0.411009376361785	0
9.046	-0.480931793142277	0
9.048	-0.690699043483753	0
9.05	-0.830543877044737	0
9.052	-0.714006515743917	0
9.054	-0.760621460264244	0
9.056	-0.807236404784573	0
9.058	-0.725660251873999	0
9.06	-0.737313988004082	0
9.062	-0.504239265402441	0
9.064	-0.679045307353671	0
9.066	-0.515893001532523	0
9.068	-0.591642286378056	0
9.07	-0.667391571223589	0
9.072	-0.772275196394327	0
9.074	-0.737313988004082	0
9.076	-0.748967724134163	0
9.078	-0.865505085434983	0
9.08	-0.836370745109778	0
9.082	-0.807236404784573	0
9.084	-0.702352779613835	0
9.086	-0.748967724134163	0
9.088	-0.725660251873999	0
9.09	-0.539200473792687	0
9.092	-0.737313988004082	0
9.094	-0.626603494768302	0
9.096	-0.515893001532523	0
9.098	-0.445970584752031	0
9.1	-0.527546737662605	0
9.102	-0.515893001532523	0
9.104	-0.562507946052851	0
9.106	-0.352740695711376	0
9.108	-0.422663112491867	0
9.11	-0.492585529272359	0
9.112	-0.597469154443097	0
9.114	-0.609122890573179	0
9.116	-0.539200473792687	0
9.118	-0.352740695711376	0
9.12	-0.362063684615441	0
9.122	-0.370221299906499	0
9.124	-0.341086959581292	0
9.126	-0.795582668654491	0
9.128	-0.655737835093507	0
9.13	-0.667391571223589	0
9.132	-0.562507946052851	0
9.134	-0.422663112491867	0
9.136	-0.504239265402441	0
9.138	-0.562507946052851	0
9.14	-0.469278057012195	0
9.142	-0.364394431841457	0
9.144	-0.329433223451212	0
9.146	-0.376048167971539	0
9.148	-0.667391571223589	0
9.15	-0.515893001532523	0
9.152	-0.504239265402441	0
9.154	-0.539200473792687	0
9.156	-0.451797452817072	0
9.158	-0.437812969460974	0
9.16	-0.422663112491867	0
9.162	-0.550854209922769	0
9.164	-0.317779487321129	0
9.166	-0.242030202475595	0
9.168	-0.166280917630063	0
9.17	-0.434316848621949	0
9.172	-0.574161682182933	0
9.174	-0.574161682182933	0
9.176	-0.574161682182933	0
9.178	-0.912120029955311	0
9.18	-0.737313988004082	0
9.182	-0.818890140914655	0
9.184	-0.708179647678876	0
9.186	-0.597469154443097	0
9.188	-0.655737835093507	0
9.19	-0.702352779613835	0
9.192	-0.690699043483753	0
9.194	-0.679045307353671	0
9.196	-0.690699043483753	0
9.198	-0.574161682182933	0
9.2	-0.579988550247974	0
9.202	-0.585815418313015	0
9.204	-0.620776626703261	0
9.206	-0.702352779613835	0
9.208	-0.783928932524409	0
9.21	-0.865505085434983	0
9.212	-0.947081238345557	0
9.214	-0.982042446735803	0
